subject;age;gender;edu;hand;lens;cap;speed;mem;DDEdl;DDFdl;RPm;TG;S1Mean;S2Mean;S3Mean;S4Mean;S1_logm;S2_logm;S3_logm;S4_logm;SI
344;19;2;Berufslehre;1;no;0.55;0.8;1.18;15.6;4.55;48.8;0.285714286;14.89065451;22.20519565;24.10080631;56.40464148;1.172913787;1.346454604;1.382031572;1.751314843;0.578401056
346;28;1;Berufslehre;1;no;-1.41;-1.44;-0.9;14.4;10.45;27.2;0.317073171;16.6746465;20.63837006;49.63226786;110.2181197;1.222056636;1.314675395;1.69576412;2.042252998;0.820196362
347;21;2;Berufslehre;1;yes;-0.55;-0.87;-0.35;51;6.95;94.3;0.384615385;27.79605171;33.34225014;36.34214843;42.37274093;1.443983111;1.522994905;1.560410598;1.627086558;0.183103447
349;22;2;Berufsmatura;1;no;0.3;0.76;-0.15;23.6;3.7;35.2;0.466666667;16.22140988;16.11184433;22.72147309;24.98026592;1.210088598;1.207145257;1.356436484;1.397597057;0.187508459
350;22;2;Berufsmatura;1;no;-0.11;-0.6;0.29;10.275;7.8;50.8;0.393939394;28.42243996;35.94548535;43.51493228;60.25728186;1.453661358;1.555644352;1.638638312;1.780009537;0.32634818
351;18;1;Matura;2;no;0.64;0.21;0.82;23.8;6.15;57.2;0.428571429;27.07613422;17.68308527;34.01730953;28.91342098;1.432586658;1.247558041;1.531699962;1.46109948;0.028512821
352;20;2;Berufslehre;1;yes;-0.93;-1.06;0.2;27;11.725;66.8;0.272727273;18.33168249;23.98590044;27.73598162;35.08844345;1.263202327;1.379956027;1.443043541;1.545164103;0.281961776
353;18;1;Berufslehre;1;no;-0.94;-0.12;0.11;19.2;8.025;73.2;0.32;12.88633585;16.20082094;15.36511849;31.54207703;1.110129446;1.209537022;1.186535914;1.498890288;0.388760842
354;20;1;oblig_Schule;2;no;-0.01;0.14;-0.46;38.2;9.425;53.6;0.302325581;10.68123031;16.12215934;21.07979765;29.58320489;1.028621279;1.207423209;1.323866438;1.471045221;0.442423942
356;22;2;Berufslehre;1;no;-1;-0.15;-0.32;25.8;17.2;74.8;0.238095238;20.01896632;25.18527743;32.38041318;45.99153407;1.301441649;1.401146739;1.510282386;1.662677896;0.361236247
357;19;2;Matura;1;no;-0.27;0.41;-0.31;18.825;7.5;63.2;0.583333333;22.21848196;25.63321371;29.18765051;27.49257872;1.346714383;1.408803058;1.465199137;1.439215477;0.092501094
358;24;2;Berufslehre;1;yes;-0.92;0.27;0.33;31.6;15.2;109.3;0.288888889;25.35608135;40.12540613;49.32138525;49.7037611;1.404082136;1.603419441;1.693035266;1.696389253;0.292307117
359;25;2;Berufslehre;1;no;-0.5;0.07;-0.05;14.2;6.2;33.6;0.419354839;21.26670108;25.72779071;32.96027334;45.71599626;1.327700127;1.410402494;1.517990805;1.660068188;0.332368062
360;18;2;Berufslehre;1;no;-0.8;-0.64;0.32;11.625;7.75;38;0.333333333;17.95534348;24.70395114;33.42457135;41.67787288;1.254193718;1.39276642;1.524065846;1.619905546;0.365711828
361;21;1;Bachelor;2;no;0.4;1.34;0.11;8.925;6.575;45.2;0.523809524;9.959281586;10.68900741;17.18554025;22.11018898;0.998228012;1.028937378;1.235163189;1.344592455;0.346364443
362;18;2;Matura;1;no;0.9;0.7;0.77;11.8;13.8;28.8;0.352941176;21.97331658;19.91481512;33.81253878;27.76278893;1.341895613;1.299176279;1.529077781;1.443463091;0.101567478
363;18;2;oblig_Schule;1;yes;-0.33;-0.42;-0.42;12.6;6.2;60.4;0.235294118;17.02114089;23.85586878;24.14065489;29.35000408;1.230988667;1.377595237;1.382749048;1.467608166;0.236619499
364;20;1;Berufslehre;1;yes;0.41;-0.32;-0.05;28.15;13.2;44.4;0.35483871;13.94594634;19.8266678;29.50296361;30.53456656;1.14444799;1.29724973;1.469865644;1.484791759;0.34034377
365;19;1;Berufsmatura;1;no;1.2;0.4;0.4;12;7.375;74;0.407407407;14.12526281;17.62444027;18.66945774;22.93614666;1.149996537;1.246115333;1.271131704;1.360520457;0.21052392
368;21;2;Bachelor;1;no;0.41;0.66;-0.22;16.625;8;50;0.315789474;18.19805656;23.08599575;30.90273514;37.67754383;1.26002501;1.363348611;1.48999692;1.576082584;0.316057573
369;26;2;Master;1;no;0.08;-0.59;0.68;21;5.425;88.4;0.288888889;22.22674971;25.62524379;26.96745943;47.9631623;1.346875959;1.408668006;1.430840034;1.680907809;0.33403185
370;18;2;Bachelor;1;no;-0.57;-0.46;0.85;16.4;4.75;54.8;0.24137931;16.63341901;19.37691033;28.59255442;25.29402658;1.220981528;1.28728453;1.456252956;1.403017971;0.182036443
371;27;1;Berufslehre;1;yes;-1.08;-0.69;-0.61;17.8;7.6;64.8;0.217391304;8.632192693;8.343520772;8.398040614;8.780374993;0.936121126;0.921349351;0.924177971;0.943513064;0.007391938
372;18;2;oblig_Schule;1;yes;-1.4;0;-0.9;12.7;8.425;37.2;0.393939394;11.88785018;21.67416973;22.0978302;21.4980362;1.075103323;1.33594247;1.344349632;1.33239879;0.257295467
373;19;2;Berufslehre;1;yes;-0.37;-0.1;0.2;12.7;6.4;38.8;0.333333333;14.03075581;12.12058099;22.41959255;30.65610987;1.147081066;1.083523438;1.350627716;1.486517044;0.339435978
375;20;1;Berufslehre;1;yes;-0.46;-0.13;-0.35;47.675;15.825;78.8;0.209302326;14.76725149;13.62610078;17.84871485;21.49837287;1.169299671;1.134371597;1.251606951;1.332405591;0.16310592
377;30;2;Anderes;1;yes;1.07;0.13;-0.14;17.2;7.525;40.8;0.371428571;21.68388288;25.79929548;28.12090465;33.15131269;1.336137053;1.411607847;1.449029288;1.52050073;0.184363677
378;18;2;Matura;1;yes;0.5;-0.59;-0.91;22.8;9.25;36;0.208333333;11.35355332;10.90703067;14.09978059;25.88207891;1.055131804;1.037706534;1.149212355;1.412999157;0.357867353
379;19;1;Matura;1;no;0.41;-0.21;-0.3;24;8.85;55.2;0.25;11.12682089;13.05666002;19.58189529;25.59074792;1.046371097;1.115832096;1.291854724;1.408082979;0.361711882
380;18;1;oblig_Schule;1;no;0.55;-0.62;0.19;10.4;8.225;32.8;0.52;14.63943696;13.94255887;21.61535887;26.52045196;1.165524374;1.144342487;1.33476245;1.423580921;0.258056547
381;20;2;Berufslehre;1;no;-1.13;-0.3;-1.49;23.4;9.875;59.2;0.333333333;21.22322471;27.70844223;50.84713721;76.88900532;1.326811372;1.44261211;1.706266506;1.885864243;0.55905287
382;19;2;Berufslehre;1;no;0.62;0.1;-0.23;21;8.3;45.6;0.282051282;14.56259712;17.8122006;24.15657793;24.57677128;1.163238835;1.250717578;1.383035411;1.390524828;0.227285993
384;24;2;Berufslehre;1;yes;-0.75;0.04;-1.02;24.5;8.1;99.9;0.351351351;22.32932892;34.28222087;49.38567668;66.91963062;1.348875671;1.535068949;1.693601009;1.825553535;0.476677864
385;23;2;Bachelor;1;yes;0.43;0.27;0.68;12.6;12.1;50.4;0.257142857;12.44616907;13.68535414;22.07649514;22.82917039;1.095035696;1.13625604;1.343930126;1.35849013;0.263454433
387;22;1;Berufslehre;1;no;-0.54;0.62;-0.23;17.6;11.8;63.6;0.176470588;18.27759809;16.97636118;79.08365353;183.6919062;1.261919123;1.229844606;1.898086725;2.264090021;1.002170898
388;19;2;Matura;1;no;-0.35;-0.75;0.32;12;5.15;49.2;0.419354839;18.07705596;20.5847457;29.28694708;34.4634085;1.257127702;1.313545506;1.466674102;1.537358228;0.280230525
389;20;2;Matura;1;no;0.88;0.8;0.71;24.4;10.55;54.8;0.235294118;30.0849609;45.91828554;44.86539795;100.1923945;1.478349451;1.661985664;1.651911524;2.000834756;0.522485305
390;19;2;oblig_Schule;1;no;-0.56;-0.47;-0.77;17.1;10.8;38.8;0.297297297;17.53467134;25.2222173;28.47144266;35.50842164;1.24389763;1.401783263;1.454409474;1.550331368;0.306433738
391;18;1;Matura;2;no;0.72;0.23;0.37;13.2;5.95;47.6;0.419354839;11.77490098;10.00986848;15.49320032;18.72791273;1.070957264;1.000428371;1.190141136;1.272489377;0.201532113
392;20;2;oblig_Schule;1;no;-0.22;0.48;-0.47;11.8;6.15;46;0.411764706;15.45901515;21.20851246;24.84993016;28.53723427;1.189181823;1.326510209;1.395325172;1.45541188;0.266230058
394;19;1;Matura;2;yes;-0.78;-0.8;-0.89;48.3;13.8;80.375;0.276595745;22.69567752;25.81471509;23.96432891;26.3069446;1.355943152;1.411867336;1.379565272;1.42007041;0.064127258
396;18;2;Matura;1;no;-0.44;-0.57;-0.64;28;7.525;66;0.310344828;29.90918757;36.77473415;36.12704726;39.1227141;1.475804616;1.565549542;1.557832467;1.592428976;0.11662436
397;19;1;oblig_Schule;2;yes;-0.38;-0.99;0.45;26.4;6.225;94.4;0.619047619;10.8620584;17.05006432;25.15753387;34.21969016;1.035912133;1.231726022;1.400668066;1.534276073;0.49836394
398;18;2;Berufsmatura;1;no;-0.07;-0.57;-0.84;12.2;8.75;49.6;0.238095238;29.42784462;34.14085288;56.52519814;53.83021568;1.468758454;1.533274366;1.752242093;1.73102612;0.262267666
399;25;1;Berufslehre;1;no;0.88;0.49;0.45;16.2;7.1;67.2;0.411764706;16.6463788;18.89262473;22.05107003;28.82196992;1.221319773;1.276292298;1.343429668;1.459723661;0.238403888
400;23;2;Berufslehre;1;yes;-0.78;-0.92;-0.29;26.6;8.025;93.3;0.268292683;12.74339983;20.54858419;47.60737862;64.18903435;1.105285309;1.312781904;1.677674269;1.807460842;0.702175533
402;21;2;Matura;1;no;0.06;0.26;0.08;12.325;6.4;48.4;0.333333333;21.13170931;25.21913405;35.19297289;45.33832711;1.324934628;1.40173017;1.546455955;1.656465491;0.331530864
406;19;1;Matura;1;no;1.31;0.28;0.35;10.6;6.725;47.6;0.416666667;12.87025964;18.92743164;26.0803861;34.79323673;1.109587308;1.277091686;1.416314016;1.541494832;0.431907524
407;19;1;Berufslehre;1;yes;-1.42;-0.44;-1.08;15.8;13.2;106.6;0.210526316;27.09800075;26.56872131;45.06713138;65.80399188;1.43293725;1.424370653;1.653859915;1.81825224;0.38531499
408;20;1;Berufslehre;2;no;-1.35;-1.28;-1.42;40;18.4;45.6;0.2;24.40990717;36.13019115;24.59602386;42.54818545;1.387566128;1.557870259;1.390864906;1.628881043;0.241314916
410;22;2;Anderes;1;no;-1.09;-0.55;-0.92;17.8;7.775;48;0.161290323;21.8520566;27.20868485;30.49296978;32.67821457;1.339492317;1.43470755;1.484199723;1.51425832;0.174766003
412;24;1;Berufslehre;1;no;0.65;0.95;0.73;5.875;6.15;48;0.636363636;9.894355196;8.317322096;8.303950068;12.57184149;0.995387497;0.91998352;0.919284729;1.099398897;0.1040114
413;25;1;Bachelor;2;yes;0.4;-0.05;-0.53;12.4;7.525;62;0.380952381;14.52995413;16.66645914;30.48996906;38.46592134;1.162264243;1.221843342;1.484156984;1.585076139;0.422811896
414;21;2;Bachelor;1;no;0.79;0.79;-0.23;14;8.7;35.6;0.28;29.38571524;35.46988794;43.79291874;57.88414862;1.468136266;1.549859816;1.641403891;1.76255965;0.294423384
416;21;2;Bachelor;1;yes;1.31;0.53;-0.01;26.4;6.3;83.6;0.302325581;10.8124479;10.85207496;11.44887585;12.73213131;1.033924028;1.035512785;1.058762846;1.104901109;0.070977081
417;18;1;Matura;1;no;0.31;-0.34;0.72;9.025;4.5;37.2;0.555555556;8.936335107;9.087855261;10.27284146;21.0854783;0.951159446;0.958461402;1.011690586;1.323983457;0.372824011
418;23;2;Berufslehre;1;no;-0.38;-0.07;-0.77;17;8.275;32.8;0.219512195;26.15897512;33.95544283;39.50763884;44.93565275;1.417620725;1.530909399;1.596681075;1.652591055;0.23497033
419;22;2;Berufslehre;1;yes;-0.34;0.35;-0.54;17.2;12.275;57.6;0.302325581;15.80761756;19.39658426;18.53176097;36.18640961;1.19886642;1.287725257;1.26791669;1.558545495;0.359679075
421;21;2;Matura;1;no;0.89;0.07;0.74;9.4;5.95;36.4;0.4;22.17965803;29.18482949;31.78440035;41.59513515;1.345954846;1.46515716;1.502214022;1.61904254;0.273087694
422;29;1;Bachelor;1;no;1.01;0.61;0.21;18.6;7.65;50.4;0.444444444;21.51072557;22.48127865;27.90751013;27.96376007;1.33265506;1.351821009;1.445721091;1.446595567;0.113940508
425;23;1;Bachelor;1;yes;0.16;0.41;-0.09;12.8;7.7;64.8;0.4;16.88215119;19.16606666;27.12441901;32.15668824;1.227427785;1.282532994;1.433360445;1.507271315;0.27984353
426;21;1;Bachelor;1;no;-0.2;-0.72;0.23;16.5;6.8;42.175;0.314285714;20.96105022;15.20045888;21.5410752;25.47548191;1.321413038;1.181856699;1.333267377;1.406122408;0.08470937
427;22;1;Bachelor;1;yes;0.02;0.36;-0.27;9;5.75;49.2;0.473684211;20.06741464;23.29095195;30.07221345;37.98367232;1.302491424;1.367187239;1.478165395;1.579596951;0.277105526
428;20;2;Bachelor;1;yes;0.93;0.95;0.51;19;8.9;43.6;0.35;11.83712478;14.16062096;21.85150465;42.71055275;1.073246226;1.151082298;1.339481347;1.630535192;0.557288966
429;20;1;Bachelor;1;no;0.95;0.42;1.48;10;5.6;38.4;0.5;10.23323225;9.408768709;11.08500867;10.11593314;1.010012831;0.973532793;1.044736037;1.00500595;-0.00500688
430;23;1;Bachelor;1;yes;-0.22;-0.61;-0.78;29;9.925;79.2;0.302325581;13.85699805;21.7438433;18.69132361;32.92719553;1.141669156;1.33733631;1.271640057;1.517554743;0.375885587
431;29;1;Matura;1;yes;0.31;-0.46;-0.42;13;9.35;44.4;0.3;24.71984946;20.07192498;23.1712428;27.27261578;1.393045822;1.302589025;1.364949328;1.435726794;0.042680973
432;20;1;Berufslehre;1;no;0.33;-1.03;-1.23;25;8.925;29.6;0.6;9.415663321;12.54072422;12.62465359;14.69413063;0.973850921;1.098322618;1.10121947;1.167143896;0.193292975
434;22;2;Bachelor;1;no;-0.44;-0.25;-1.18;14.3;5.675;42.4;0.363636364;26.63280985;33.00676797;40.15475138;47.30175281;1.425416988;1.518603;1.603736941;1.674877234;0.249460246
435;28;2;Bachelor;1;no;0.36;0.42;1.08;27.6;11.8;60.4;0.4;21.80272433;18.56401613;30.80636045;81.06257988;1.338510764;1.268671937;1.488640393;1.908820421;0.570309658
436;20;1;Bachelor;1;yes;-0.11;-0.94;-0.67;23.05;18.4;85.2;0.268292683;20.21213772;25.14304935;23.58091872;49.92614936;1.305612249;1.400417948;1.372560721;1.698328072;0.392715823
437;21;2;Bachelor;1;yes;0.41;-0.75;-0.06;11.775;7.525;62;0.333333333;18.84320998;23.13136576;29.01164129;35.88454781;1.275154888;1.364201276;1.462572299;1.554907478;0.27975259
438;21;1;Bachelor;1;no;0.85;-0.87;-0.7;12.1;23;32.4;0.294117647;11.15884478;11.45931963;17.34645642;24.5881954;1.047619236;1.059158833;1.239210769;1.390726656;0.343107419
439;26;1;Matura;1;no;0.29;0.1;-0.9;20.8;7.275;39.6;0.24137931;9.555498245;10.21810632;20.77433332;25.97241434;0.980253337;1.009370417;1.317527095;1.414512323;0.434258986
440;25;2;Bachelor;1;yes;0.62;0.89;0.19;26.8;7.425;56.4;0.306122449;28.68138781;32.73525735;58.81188064;54.3601351;1.457600162;1.51501576;1.769465067;1.735280527;0.277680366
441;24;1;Berufsmatura;1;yes;0.55;0.12;0.2;13.8;8.95;61.2;0.291666667;20.31460797;17.74980653;38.95416413;33.60110541;1.307808446;1.249193624;1.59055389;1.526353565;0.218545119
442;21;1;Matura;1;no;-0.03;1.22;-0.48;16.2;12.9;100.4;0.351351351;15.89895256;16.29916627;22.24045382;29.96382321;1.201368513;1.21216539;1.347143645;1.476597226;0.275228713
443;23;1;Bachelor;1;no;0.36;-0.74;0.66;14.6;9;53.2;0.44;27.82347503;30.58528589;23.96515305;44.12661301;1.44441137;1.485512544;1.379580207;1.644700594;0.200289224
444;21;1;Bachelor;1;no;-0.34;-0.09;-0.35;16;7.75;21.2;0.416666667;9.434225566;12.74499903;21.4538387;28.80537964;0.974706256;1.105339807;1.331505011;1.459473603;0.484767348
445;22;2;Matura;2;no;-0.24;0.36;-0.52;21.6;7.275;53.2;0.448275862;30.19735635;34.56840596;34.9825948;49.62255473;1.479968924;1.538679354;1.54385202;1.695679119;0.215710195
447;26;1;Bachelor;2;no;0.96;0.49;0.58;15.8;10.05;39.2;0.411764706;22.2692332;24.85956262;26.77276479;30.22338662;1.347705263;1.395493483;1.427693223;1.480343127;0.132637864
448;24;2;Bachelor;1;yes;-0.21;-1.05;0.1;19.6;6.425;39.6;0.333333333;22.45468965;25.96946948;30.68299732;29.78991091;1.351307057;1.414463078;1.486897782;1.474069204;0.122762147
450;21;1;Bachelor;1;no;-0.66;-0.64;-0.8;31.025;8.95;82.4;0.314285714;11.20035884;15.7633648;14.87558258;23.41478223;1.049231937;1.197648926;1.172473983;1.369490123;0.320258186
451;21;1;Bachelor;2;no;0.83;0.09;0.61;6;4.1;37.6;0.6;13.57622981;13.44990229;14.61844046;21.0330645;1.132779181;1.128719129;1.164901043;1.322902554;0.190123373
454;20;2;Bachelor;1;no;-1.01;-0.47;-0.24;34.6;21.4;87.6;0.055555556;22.24657841;33.20531979;43.72356694;49.14993359;1.347263225;1.521207667;1.640715584;1.691522935;0.344259711
455;21;2;Matura;1;yes;0.14;0.38;-0.27;10.5;11.5;55.6;0.333333333;15.37366887;10.13754512;24.03245745;28.1193124;1.186777523;1.0059328;1.380798182;1.449004697;0.262227174
456;25;2;Master;1;yes;1.08;0.65;0.28;15;10.225;44;0.3;16.91999663;22.80908652;25.96276477;27.94610459;1.228400272;1.358107893;1.414350938;1.44632128;0.217921008
457;21;2;Bachelor;1;yes;1.13;0.51;1.23;38.2;11.5;44.8;0.384615385;22.79996049;19.13897605;22.8375869;25.92271373;1.357934094;1.281918699;1.358650213;1.413680464;0.055746369
458;25;1;Master;1;yes;1.16;0.25;0.95;29.4;9.15;29.2;0.310344828;7.608562025;7.72766617;18.69100874;21.70315472;0.881302585;0.888048353;1.27163274;1.336522866;0.455220281
460;22;1;Matura;1;no;0.69;0.38;-0.44;18;6.625;42.8;0.351351351;17.8333325;22.07483646;17.27396598;36.14682817;1.251232507;1.343897495;1.23739206;1.558070195;0.306837688
461;19;2;Bachelor;1;no;-0.74;-0.61;-0.11;14.1;8.7;91.7;0.297297297;18.47112466;15.62537875;17.70273492;28.58486793;1.266493339;1.193830553;1.248040366;1.45613619;0.189642851
463;20;1;Matura;1;yes;0.88;1.29;0.3;9.525;6.75;35.2;0.4;11.99813273;10.40791429;13.24335649;12.24278715;1.079113662;1.017363707;1.12199807;1.087880299;0.008766637
464;24;1;Matura;1;no;1.24;-0.55;1.19;17.4;4.65;45.6;0.875;9.87703832;17.16161719;23.78241922;28.37618513;0.994626739;1.23455821;1.37625603;1.452954009;0.45832727
466;22;1;Bachelor;1;no;-0.15;-0.54;-0.58;11.2;6.05;46.8;0.393939394;10.89435477;10.17333993;11.11244455;12.52889126;1.037201514;1.007463556;1.045809607;1.09791264;0.060711126
467;21;1;Bachelor;1;yes;0.99;0.23;-0.18;12.6;8.15;61.6;0.333333333;12.08270991;12.20096725;11.71555791;18.60652914;1.082164349;1.086394261;1.068762975;1.269665367;0.187501019
468;26;1;Master;1;no;-0.19;0.6;-0.29;10.9;8.5;48.4;0.317073171;20.98072132;22.9058092;22.28977305;26.00249013;1.321820415;1.359945639;1.348105647;1.41501494;0.093194525
501;21;2;Bachelor;1;yes;0.98;0.03;0.4;17.4;9.325;35.6;0.333333333;16.07988;21.81380296;27.58392952;27.61944476;1.206282803;1.338731386;1.440656134;1.441214944;0.23493214
503;23;2;Bachelor;1;yes;0.92;0.53;1.18;13.4;9.35;51.2;0.517241379;21.42723411;25.40550823;30.27713568;32.33694954;1.330966115;1.404927887;1.481114787;1.509699049;0.178732934
506;21;2;Bachelor;2;no;0.7;0.34;1.63;14.6;8.7;52.8;0.25;18.07362974;23.97142799;37.07938379;49.24126194;1.257045381;1.379693906;1.569132508;1.692329174;0.435283793
507;22;2;Bachelor;1;yes;0.5;-0.18;0.62;18.4;7.325;68.4;0.4375;20.75798394;36.69503219;49.80037027;45.57304414;1.317185172;1.564607273;1.697232572;1.658708039;0.341522867
508;20;2;Bachelor;1;yes;-0.44;-0.66;-0.14;27.2;6.075;68.8;0.244444444;19.28227336;22.60723466;18.54346301;22.59281574;1.285158236;1.354247442;1.268190842;1.35397036;0.068812125
509;24;1;Bachelor;1;no;0.66;1.1;0.66;39.55;22.525;68;0.428571429;15.61023665;18.24003243;33.29438113;37.82574951;1.193409487;1.261025606;1.522370947;1.577787542;0.384378055
511;23;2;Bachelor;1;yes;0;0.08;0.37;17.2;8.575;62.8;0.333333333;16.85800344;20.46095922;32.00244608;45.2978649;1.226806138;1.31092599;1.505183174;1.656077732;0.429271594
513;25;1;Berufslehre;1;no;1.12;0.39;0.47;13.6;5.6;22.8;0.419354839;10.56128161;9.867984432;8.299306924;18.02095215;1.023716623;0.994228456;0.919041826;1.255777733;0.232061111
514;22;2;Matura;1;yes;-0.24;-0.25;0.44;9.525;9.35;27.6;0.352941176;19.02467355;24.45581858;27.86780439;29.78994951;1.279317213;1.388382204;1.445102753;1.474069767;0.194752554
515;20;1;Bachelor;1;no;0.63;-0.14;0.13;13.825;6.175;45.6;0.419354839;13.13438619;19.11191282;27.91941956;31.47974262;1.118409782;1.281304156;1.445906385;1.498031173;0.379621391
516;21;2;Berufsmatura;1;yes;-0.04;-0.85;-0.03;4.95;8.5;42.4;0.411764706;14.24056717;13.61550591;26.71487118;36.89477834;1.153527287;1.134033783;1.426753084;1.566964905;0.413437619
517;23;1;Berufsmatura;1;no;0.56;1.02;0.33;15.2;7.25;78;0.481481481;21.4293816;24.31990117;28.02174262;30.11320045;1.331009638;1.385961806;1.44749514;1.478756915;0.147747277
518;29;1;Master;1;yes;0.5;0.58;-0.49;12.2;6.7;38.4;0.388888889;6.735154876;7.248262854;7.704146158;13.51071239;0.828347587;0.860233934;0.886724513;1.130678249;0.302330662
519;23;1;Bachelor;1;yes;-0.2;0.8;-0.09;15.025;7.275;64.8;0.375;13.84012092;13.17057577;20.46295835;23.05292551;1.141139885;1.119604761;1.31096842;1.362726047;0.221586162
520;20;2;Matura;1;no;0.38;0.25;0.65;24.6;11.775;39.6;0.35;16.09770926;17.2029236;20.70854284;29.23249995;1.206764079;1.23560226;1.316149541;1.465865958;0.259101878
521;29;1;Berufslehre;2;yes;-0.38;-0.48;-0.5;14.4;6.3;47.6;0.304347826;15.07645173;19.75914683;22.5612244;30.29296329;1.178299142;1.295768188;1.353362665;1.481341759;0.303042617
522;22;2;Bachelor;1;no;0.67;-0.96;-0.34;19.5;5.4;28;0.315789474;14.09389881;18.52151761;27.14560342;28.14664589;1.149031149;1.267676569;1.4336995;1.449426649;0.3003955
523;21;2;Bachelor;1;yes;0.24;-0.27;-0.01;10.2;5.725;55.6;0.517241379;14.44484858;10.02843546;18.24285056;24.6627299;1.159712994;1.001233184;1.2610927;1.392041147;0.232328153
524;23;2;Matura;1;yes;-1.11;0.35;-0.68;31.4;8.375;44;0.294117647;30.32676212;32.42647941;50.96843264;62.24722904;1.481826045;1.510899799;1.707301279;1.794120023;0.312293979
525;26;1;Bachelor;1;no;0.73;1.11;-0.74;7.675;9.925;36.4;0.352941176;20.01428807;24.60372374;33.13003008;33.63608479;1.301340146;1.391000842;1.52022183;1.526805439;0.225465292
526;25;1;Berufslehre;1;no;0.03;-0.82;-0.55;9.625;6.225;40;0.25;6.282878306;6.704411274;5.353462149;9.35995882;0.798158648;0.826360648;0.728634736;0.971273938;0.17311529
527;21;2;Bachelor;1;yes;-1.32;-0.19;0.15;17;8.875;46.4;0.411764706;16.46810461;22.5210098;36.88640078;51.91982669;1.216643617;1.352587859;1.566866281;1.715333234;0.498689617
528;22;2;Bachelor;1;yes;0.06;0.48;1.28;17.6;7.8;57.2;0.243243243;27.59264984;28.67978878;32.93341449;35.3193352;1.44079341;1.457575949;1.51763676;1.54801252;0.107219111
529;21;2;Anderes;1;no;-0.97;-0.15;0.64;25.575;12.125;53.6;0.333333333;19.73822576;22.70091436;31.77016609;31.22892296;1.295308112;1.35604335;1.502019485;1.494557006;0.199248894
530;25;1;Berufslehre;1;no;-0.83;-1.38;-0.71;43.2;7.075;102.5;0.428571429;20.44961867;26.23419367;26.31016276;38.56009708;1.310685214;1.41886772;1.420123535;1.586138119;0.275452905
531;20;1;Berufslehre;2;yes;-0.76;0.24;-0.48;14.425;9.025;126.8;0.263157895;15.82792347;34.03667622;85.3675598;79.07618778;1.199423942;1.531947143;1.931292867;1.898045724;0.698621782
532;22;1;Bachelor;1;yes;0.14;-0.36;-0.27;10.9;3.625;103.175;0.28;13.59125192;9.973822576;19.81349907;28.27108705;1.133259462;0.998861638;1.296961179;1.451342508;0.318083045
535;20;2;Berufslehre;1;yes;-0.02;0.52;0.43;14.9;9.35;49.6;0.297297297;18.34543927;26.44605269;25.184034;32.96445009;1.263528115;1.422360859;1.401125297;1.518045835;0.25451772
536;23;2;Matura;1;yes;-0.52;0.01;0.14;12.6;11.5;38;0.333333333;27.08309033;31.41807051;39.12244924;46.70759376;1.432698218;1.49717951;1.592426036;1.669387494;0.236689276
537;20;2;Bachelor;1;yes;-0.39;0.03;0;17.6;9.3;60.8;0.379310345;18.28290168;23.86134699;27.19068708;41.49392679;1.262045124;1.377694956;1.434420182;1.617984536;0.355939413
538;24;1;Bachelor;2;no;-0.03;0.47;-0.21;19.6;4.825;35.6;0.333333333;14.54017796;23.48187444;35.83573522;30.94525015;1.162569722;1.370732761;1.554316319;1.490593998;0.328024276
540;19;2;oblig_Schule;1;yes;0.21;1.21;1.09;22.4;7.875;24;0.375;20.43087331;22.30128947;30.41966608;35.34171783;1.310286931;1.348329975;1.483154442;1.548287655;0.238000724
541;19;2;Bachelor;2;yes;-0.01;0.7;0.08;25.6;16.8;82.8;0.333333333;20.34291426;33.38279632;48.64931343;60.29402527;1.308413169;1.523522713;1.687076716;1.780274279;0.47186111
542;23;1;Bachelor;1;yes;0.15;0.62;-1.12;22.2;7.25;42.4;0.212121212;18.368441;27.84563962;39.38204449;34.15578965;1.264072298;1.444757198;1.595298258;1.53346433;0.269392033
544;26;2;Bachelor;1;no;-0.25;0;-0.47;15.8;8.025;78.4;0.257142857;17.94288176;18.35798672;26.30064146;28.38338686;1.253892195;1.263825051;1.419966341;1.453064217;0.199172021
545;18;1;Berufslehre;1;no;-0.94;-0.86;-0.48;22;11.725;73.2;0.315789474;21.3918405;33.22335791;36.79029311;50.92388242;1.330248152;1.521443525;1.565733248;1.706921507;0.376673355
546;20;2;Berufslehre;1;yes;-0.63;0.33;-0.5;20;7.175;37.6;0.24137931;18.95909013;27.14528654;42.52305731;80.36132202;1.277817491;1.43369443;1.628624482;1.905047073;0.627229581
547;18;2;Matura;1;no;-0.93;0.01;-0.11;15.225;7.75;127.8;0.333333333;17.80275863;24.63511588;30.2412535;30.54345924;1.250487304;1.39155461;1.480599789;1.484918222;0.234430918
548;21;2;Berufslehre;1;no;-0.9;-0.97;0.79;14.6;9.3;82.4;0.333333333;24.73569466;26.33068668;31.73541792;48.92655663;1.393324111;1.420462185;1.501544222;1.689544652;0.296220541
549;20;2;Bachelor;1;no;0;-0.23;0.03;21;7.575;74.4;0.15;17.81416356;20.83551577;32.59367653;43.33119693;1.250765435;1.318804256;1.513133351;1.636800686;0.38603525
550;21;2;Bachelor;1;no;0.01;-0.5;-0.47;13.2;7;50;0.302325581;27.87420682;42.86982272;69.86714504;75.33396139;1.445202518;1.632151688;1.844272997;1.876990805;0.431788287
551;19;2;Berufslehre;1;yes;-0.13;0.21;0.62;8.225;8.975;26.875;0.333333333;19.89169248;18.84926439;24.99915379;27.45551874;1.298671736;1.275294406;1.397925308;1.438629654;0.139957917
